              1 	            106 	V	           119.71899
              1 	            107 	V	           109.73149
              1 	            108 	V	           105.55602
              1 	            109 	V	           110.83526
              1 	            110 	V	           107.64601
              1 	            200 	V	            97.64926
              1 	            201 	V	            93.77241
              1 	            202 	V	            96.22539
              2 	              1 	V	           102.20954
              2 	              3 	V	           103.09312
              2 	              4 	V	           103.67043
              2 	              5 	V	           102.18924
              2 	              6 	V	           113.44442
              2 	            103 	V	           108.74259
              2 	            104 	V	           108.85541
              2 	            105 	V	           110.23025
              2 	            106 	V	           112.76089
              2 	            107 	V	           113.98453
              2 	            108 	V	           118.86659
              2 	            109 	V	           130.74412
              2 	            110 	V	           120.18695
              2 	            111 	V	           109.30673
              2 	            203 	V	           108.45035
              2 	            204 	V	           100.32043
              2 	            205 	V	            96.86605
              3 	              1 	V	            99.71502
              3 	              2 	V	            96.90716
              3 	              4 	V	           104.30568
              3 	              5 	V	           101.17182
              3 	              6 	V	           130.44732
              3 	            107 	V	           106.20324
              3 	            108 	V	           105.17799
              3 	            109 	V	           113.83347
              3 	            110 	V	           114.38660
              3 	            111 	V	           136.85246
              3 	            112 	V	           114.80986
              3 	            113 	V	           112.79939
              3 	            114 	V	           109.44962
              3 	            206 	V	           105.74210
              3 	            207 	V	            98.11286
              4 	              1 	V	            97.80133
              4 	              2 	V	            96.32964
              4 	              3 	V	            95.69450
              4 	              5 	V	            96.21944
              4 	              6 	V	           106.79537
              4 	            100 	V	           105.67839
              4 	            101 	V	           104.37870
              4 	            102 	V	           103.59184
              4 	            111 	V	           104.26378
              4 	            112 	V	           108.14736
              4 	            113 	V	           122.77467
              4 	            114 	V	           112.07623
              4 	            208 	V	            98.12363
              4 	            209 	V	            99.16454
              4 	            210 	V	           109.59506
              5 	              1 	V	            98.93601
              5 	              2 	V	            97.81096
              5 	              3 	V	            98.82850
              5 	              4 	V	           103.78125
              5 	              6 	V	           108.59893
              5 	            100 	V	           118.52980
              5 	            101 	V	           111.09824
              5 	            102 	V	           107.72656
              5 	            103 	V	           106.30205
              5 	            104 	V	           104.84969
              5 	            105 	V	           104.15625
              5 	            106 	V	           104.05541
              5 	            112 	V	           108.39355
              5 	            113 	V	           116.99365
              5 	            114 	V	           126.42846
              5 	            211 	V	            91.59847
              5 	            212 	V	            85.28741
              5 	            213 	V	           106.24066
              6 	              1 	V	            90.10875
              6 	              2 	V	            86.55571
              6 	              3 	V	            69.55327
              6 	              4 	V	            93.20488
              6 	              5 	V	            91.40161
              6 	            100 	V	            95.70224
              6 	            101 	V	            94.67441
              6 	            102 	V	            94.35668
              6 	            103 	V	            95.52446
              6 	            104 	V	            96.02977
              6 	            105 	V	            96.92012
              6 	            106 	V	            96.65372
              6 	            107 	V	            93.47862
              6 	            108 	V	            91.81362
              6 	            109 	V	            99.40238
              6 	            110 	V	            94.25739
              6 	            111 	V	            85.83589
              6 	            112 	V	            94.32719
              6 	            113 	V	            99.41805
              6 	            114 	V	            98.25615


