              1 	            200 	L	              3.4021
              1 	            201 	L	             11.1021
              1 	            202 	L	              6.2022
              2 	              6 	L	            -72.1998
              2 	            203 	L	             -9.7997
              2 	            204 	L	             -0.4999
              2 	            205 	L	              5.3002
              3 	            206 	L	             -5.1999
              3 	            207 	L	              1.9003
              4 	              6 	L	            -35.1996
              4 	            208 	L	              2.7003
              4 	            209 	L	              1.1000
              4 	            210 	L	            -12.4000
              5 	            211 	L	              9.2002
              5 	            212 	L	             15.9001
              5 	            213 	L	             -7.3999
            200 	            202 	L	              2.8001
            202 	            201 	L	              4.9001
            203 	            204 	L	              9.3001
            204 	            205 	L	              5.8001
            206 	            207 	L	              7.1002
            208 	            209 	L	             -1.5999
            209 	            210 	L	            -13.4999
            211 	            212 	L	              6.7001
            212 	            213 	L	            -23.2999
              1 	              2 	Hz	           253.34081
              1 	              3 	Hz	           303.02234
              1 	              4 	Hz	           330.71501
              1 	              5 	Hz	           352.03884
              1 	              6 	Hz	           309.43148
              1 	            100 	Hz	           343.46740
              1 	            101 	Hz	           342.01949
              1 	            102 	Hz	           339.20107
              1 	            103 	Hz	           338.45049
              1 	            104 	Hz	           337.53549
              1 	            105 	Hz	           293.26213
              1 	            106 	Hz	           271.14459
              1 	            107 	Hz	           266.01896
              1 	            108 	Hz	           262.64064
              1 	            109 	Hz	           270.57043
              1 	            110 	Hz	           280.99504
              1 	            200 	Hz	             0.00000
              1 	            201 	Hz	           188.30909
              1 	            202 	Hz	           106.77291
              2 	              1 	Hz	           130.15420
              2 	              3 	Hz	            45.73670
              2 	              4 	Hz	            49.02331
              2 	              5 	Hz	            69.77410
              2 	              6 	Hz	            66.05035
              2 	            103 	Hz	            96.01969
              2 	            104 	Hz	           108.61804
              2 	            105 	Hz	           122.27445
              2 	            106 	Hz	           121.73855
              2 	            107 	Hz	           117.39780
              2 	            108 	Hz	           109.04364
              2 	            109 	Hz	            85.24976
              2 	            110 	Hz	            64.46533
              2 	            111 	Hz	            54.25970
              2 	            203 	Hz	             0.00000
              2 	            204 	Hz	           255.30056
              2 	            205 	Hz	           209.41870
              3 	              1 	Hz	           180.69930
              3 	              2 	Hz	           246.60046
              3 	              4 	Hz	            53.57290
              3 	              5 	Hz	            91.06840
              3 	              6 	Hz	           158.26391
              3 	            107 	Hz	           204.98133
              3 	            108 	Hz	           221.76367
              3 	            109 	Hz	           225.85658
              3 	            110 	Hz	           228.22189
              3 	            111 	Hz	           110.76810
              3 	            112 	Hz	            70.78111
              3 	            113 	Hz	            71.16911
              3 	            114 	Hz	            82.59438
              3 	            206 	Hz	             0.00000
              3 	            207 	Hz	           271.40612
              4 	              1 	Hz	           319.73799
              4 	              2 	Hz	           361.23288
              4 	              3 	Hz	           364.91838
              4 	              5 	Hz	           257.11452
              4 	              6 	Hz	           343.76700
              4 	            100 	Hz	           288.32795
              4 	            101 	Hz	           303.22249
              4 	            102 	Hz	           312.59942
              4 	            111 	Hz	           353.96449
              4 	            112 	Hz	           345.47515
              4 	            113 	Hz	           304.44422
              4 	            114 	Hz	           272.52156
              4 	            208 	Hz	             0.00000
              4 	            209 	Hz	            90.65720
              4 	            210 	Hz	           190.13738
              5 	              1 	Hz	            39.67320
              5 	              2 	Hz	            80.59525
              5 	              3 	Hz	           101.02560
              5 	              4 	Hz	           155.72602
              5 	              6 	Hz	            84.11617
              5 	            100 	Hz	            82.27691
              5 	            101 	Hz	            61.88876
              5 	            102 	Hz	            53.81134
              5 	            103 	Hz	            48.28891
              5 	            104 	Hz	            44.31285
              5 	            105 	Hz	            47.01280
              5 	            106 	Hz	            55.27034
              5 	            112 	Hz	           114.82055
              5 	            113 	Hz	           132.75781
              5 	            114 	Hz	           131.60243
              5 	            211 	Hz	             0.00000
              5 	            212 	Hz	           321.81990
              5 	            213 	Hz	           238.76557
              6 	              1 	Hz	             0.00000
              6 	              2 	Hz	            79.80542
              6 	              3 	Hz	           171.15522
              6 	              4 	Hz	           245.31253
              6 	              5 	Hz	           287.05005
              6 	            100 	Hz	           287.81745
              6 	            101 	Hz	           307.64187
              6 	            102 	Hz	           340.46146
              6 	            103 	Hz	           366.74050
              6 	            104 	Hz	           384.88414
              6 	            105 	Hz	             4.04597
              6 	            106 	Hz	            18.63752
              6 	            107 	Hz	            36.92063
              6 	            108 	Hz	            58.34557
              6 	            109 	Hz	            67.83137
              6 	            110 	Hz	            81.52943
              6 	            111 	Hz	           206.74742
              6 	            112 	Hz	           243.90628
              6 	            113 	Hz	           257.74089
              6 	            114 	Hz	           273.58483
              1 	              2 	Sd	            415.0455
              1 	              3 	Sd	            467.9753
              1 	              4 	Sd	            654.3574
              1 	              5 	Sd	            562.3154
              1 	              6 	Sd	            373.4974
              1 	            100 	Sd	            486.1264
              1 	            101 	Sd	            398.5433
              1 	            102 	Sd	            304.2097
              1 	            103 	Sd	            226.2875
              1 	            104 	Sd	            144.4972
              1 	            105 	Sd	             86.7148
              1 	            106 	Sd	            143.4046
              1 	            107 	Sd	            214.7544
              1 	            108 	Sd	            294.8672
              1 	            109 	Sd	            329.4352
              1 	            110 	Sd	            360.5502
              1 	            200 	Sd	             92.1406
              1 	            201 	Sd	            113.6710
              1 	            202 	Sd	            104.6549
              2 	              1 	Sd	            415.0453
              2 	              3 	Sd	            339.7620
              2 	              4 	Sd	            642.1159
              2 	              5 	Sd	            692.2372
              2 	              6 	Sd	            344.4367
              2 	            103 	Sd	            426.6814
              2 	            104 	Sd	            407.6493
              2 	            105 	Sd	            361.4012
              2 	            106 	Sd	            291.8606
              2 	            107 	Sd	            216.1559
              2 	            108 	Sd	            137.3217
              2 	            109 	Sd	            151.1768
              2 	            110 	Sd	            184.7379
              2 	            111 	Sd	            378.2584
              2 	            203 	Sd	             74.0521
              2 	            204 	Sd	             99.3474
              2 	            205 	Sd	            107.6987
              3 	              1 	Sd	            467.9747
              3 	              2 	Sd	            339.7614
              3 	              4 	Sd	            303.3421
              3 	              5 	Sd	            396.6891
              3 	              6 	Sd	            121.0252
              3 	            107 	Sd	            314.5676
              3 	            108 	Sd	            290.5006
              3 	            109 	Sd	            249.1024
              3 	            110 	Sd	            183.4340
              3 	            111 	Sd	             70.5568
              3 	            112 	Sd	            171.7787
              3 	            113 	Sd	            266.9078
              3 	            114 	Sd	            321.8813
              3 	            206 	Sd	             57.7340
              3 	            207 	Sd	             64.0854
              4 	              1 	Sd	            654.3564
              4 	              2 	Sd	            642.1163
              4 	              3 	Sd	            303.3420
              4 	              5 	Sd	            222.3874
              4 	              6 	Sd	            330.4063
              4 	            100 	Sd	            204.3260
              4 	            101 	Sd	            273.5928
              4 	            102 	Sd	            358.2721
              4 	            111 	Sd	            270.4552
              4 	            112 	Sd	            149.6619
              4 	            113 	Sd	             93.6782
              4 	            114 	Sd	            143.7324
              4 	            208 	Sd	             91.6096
              4 	            209 	Sd	             83.7893
              4 	            210 	Sd	             82.5858
              5 	              1 	Sd	            562.3152
              5 	              2 	Sd	            692.2369
              5 	              3 	Sd	            396.6892
              5 	              4 	Sd	            222.3883
              5 	              6 	Sd	            359.4380
              5 	            100 	Sd	            109.4200
              5 	            101 	Sd	            184.4975
              5 	            102 	Sd	            275.9127
              5 	            103 	Sd	            350.2097
              5 	            104 	Sd	            429.9723
              5 	            105 	Sd	            521.5264
              5 	            106 	Sd	            539.0173
              5 	            112 	Sd	            245.7166
              5 	            113 	Sd	            174.4088
              5 	            114 	Sd	             99.9302
              5 	            211 	Sd	             69.9153
              5 	            212 	Sd	             69.4220
              5 	            213 	Sd	             75.6120
              6 	              1 	Sd	            373.4964
              6 	              2 	Sd	            344.4370
              6 	              3 	Sd	            121.0253
              6 	              4 	Sd	            330.4063
              6 	              5 	Sd	            359.4377
              6 	            100 	Sd	            251.9844
              6 	            101 	Sd	            196.2545
              6 	            102 	Sd	            169.3685
              6 	            103 	Sd	            196.3005
              6 	            104 	Sd	            251.5611
              6 	            105 	Sd	            297.2941
              6 	            106 	Sd	            268.1460
              6 	            107 	Sd	            245.4177
              6 	            108 	Sd	            250.3171
              6 	            109 	Sd	            212.7024
              6 	            110 	Sd	            162.0291
              6 	            111 	Sd	             77.4922
              6 	            112 	Sd	            180.9045
              6 	            113 	Sd	            261.9811
              6 	            114 	Sd	            295.7010
              1 	              2 	V	            97.79090
              1 	              3 	V	           100.28552
              1 	              4 	V	           102.19900
              1 	              5 	V	           101.06450
              1 	              6 	V	           109.89161
              1 	            100 	V	           105.34926
              1 	            101 	V	           106.62559
              1 	            102 	V	           108.98705
              1 	            103 	V	           112.46040
              1 	            104 	V	           118.83151
              1 	            105 	V	           133.38859
